Content Image,Style Image,output,flag,username,timestamp
/home/tung/style-transfer-gradio/flagged/Content Image/ea23635fb51092cb241183008757320ae5c25895/tmp5d1_j05t.jpg,/home/tung/style-transfer-gradio/flagged/Style Image/ed81bf3aa152cf045962c9f7016f3a1fcb931ce1/tmpi78j_1kr.jpg,/home/tung/style-transfer-gradio/flagged/output/b316c2e0255846f904fbee6653027223b6bb59f0/tmp7vewlrcd.png,,,2025-04-20 01:50:59.587801
